CougarInterval,CougarID,ClusterID_unique,PreyGroup,DurationatKill,PreyAgeClass,Site,BearSign,Comb_WeightClass,PreyCategory,CanopyPercent,DemographicStatus,BearDisplacement,CoverType,thi150,Dist2road,DensityofRoads_990,DensityofRoads_5010,BearHarvestDensity,DurationatKill.sqr,MultipleKills,Season,DeerUse_990,ElkUse_990
CA14_1,CA14,CA14-163,Deer,60,Yearling/Adult,Cache,N,Large,Deer,66,12mos+,No,coniferous,4.445102581,1.330119959,-0.763989988,-0.734343706,-1.004420288,7.745966692,No,Winter,-1.905885309,-2.100085837
CA14_1,CA14,CA14-164,Deer,41,Yearling,Cache,N,Medium,Deer,13,12mos+,No,scrub,4.626196358,0.15784594,-0.763989988,0.377825033,-1.004420288,6.403124237,No,Winter,-0.464635468,-0.231858377
CA14_1,CA14,CA14-167,Deer,142,Fawn/calf,Cache,N,Medium,Deer,1,12mos+,No,scrub,3.483805905,0.537561048,0.664595864,-0.031457296,-1.004420288,11.91637529,No,Winter,0.389885875,-0.247525446
CA14_1,CA14,CA14-169,Deer,68,Fawn/calf,Cache,N,Medium,Deer,30,12mos+,No,coniferous,5.053588609,-0.119608927,-0.763989988,0.908409165,-1.004420288,8.246211251,No,Winter,-0.931016369,-0.784834641
CA14_1,CA14,CA14-170,Deer,40,Fawn/calf,Cache,N,Medium,Deer,35,12mos+,No,mix.for,3.124581242,0.674206079,-0.763989988,0.835784466,-1.004420288,6.32455532,No,Winter,-0.102415585,-0.331889478
CA14_1,CA14,CA14-171,Deer,124,Fawn/calf,Cache,N,Medium,Deer,20,12mos+,No,scrub,4.042322864,1.583400554,-0.763989988,0.414958125,-1.004420288,11.13552873,No,Winter,0.514785753,-0.267717632
CA14_1,CA14,CA14-173,Deer,54,Fawn/calf,Cache,N,Medium,Deer,27,None,No,scrub,3.174589177,0.00809828,-0.763989988,1.520786113,-1.004420288,7.348469228,No,Winter,0.740001634,-0.258689651
CA14_1,CA14,CA14-174,Deer,31,Fawn/calf,Cache,N,Medium,Deer,50,None,No,deciduous,4.435764372,1.06322298,-0.763989988,0.144482291,-1.004420288,5.567764363,No,Winter,0.002172439,-1.231660126
CA14_1,CA14,CA14-176,NonUngMammal,40,Unknown,Cache,N,ExtraSmall,Other,35,None,No,deciduous,3.923620532,1.624848618,-0.763989988,0.584845644,-1.004420288,6.32455532,No,Spring,-0.139282898,1.242716616
CA14_1,CA14,CA14-180,Deer,104,Adult,Cache,N,Large,Deer,1,None,No,scrub,2.82830414,-0.5992116,-0.763989988,0.284184209,-1.004420288,10.19803903,No,Spring,2.145648318,0.823243082
CA14_1,CA14,CA14-182,Deer,103,Fawn/calf,Cache,N,Medium,Deer,61,None,No,coniferous,3.468341757,1.454630439,-0.763989988,-0.803258501,-1.004420288,10.14889157,No,Spring,-2.80358706,-0.441283827
CA14_1,CA14,CA14-183,NonUngMammal,14,Unknown,Cache,N,ExtraSmall,Other,46,Pregnant,No,coniferous,4.714775342,1.106156228,-0.763989988,-1.653521226,-1.004420288,3.741657387,No,Spring,-2.821450378,-1.575327683
CA14_1,CA14,CA14-184,NonUngMammal,38,Unknown,Cache,N,ExtraSmall,Other,46,Pregnant,No,coniferous,4.714775342,1.106156228,-0.763989988,-1.653521226,-1.004420288,6.164414003,No,Spring,-2.821450378,-1.575327683
CA14_1,CA14,CA14-185,Deer,122,Fawn/calf,Cache,N,Medium,Deer,46,Pregnant,No,deciduous,4.637557489,1.561916298,-0.763989988,-2.596420425,-1.004420288,11.04536102,No,Spring,-2.052942928,0.459170546
CA14_1,CA14,CA14-188,NonUngMammal,36,Unknown,Cache,N,ExtraSmall,Other,40,Pregnant,No,deciduous,4.426835787,1.390881575,-0.763989988,-0.691079553,-1.004420288,6,No,Spring,-1.374533898,0.351715275
CA14_1,CA14,CA14-190,NonUngMammal,60,Unknown,Cache,N,ExtraSmall,Other,57,Pregnant,No,deciduous,3.050480287,-0.200196993,-0.333255147,-0.043037324,-1.004420288,7.745966692,No,Spring,-3.580522851,-2.19904273
CA14_1,CA14,CA14-194,NonUngMammal,20,Unknown,Cache,N,ExtraSmall,Other,57,Pregnant,No,deciduous,3.050480287,-0.200196993,-0.333255147,-0.043037324,-1.004420288,4.472135955,No,Summer,-0.53093373,-1.195703993
CA14_1,CA14,CA14-195,Deer,90,Adult,Cache,Y,Large,Deer,52,Pregnant,Possible,deciduous,4.217056116,0.425891241,-0.763989988,0.563816111,-1.004420288,9.486832981,No,Summer,-1.453096636,-1.908692414
CA14_1,CA14,CA14-197,Deer,114,Adult,Cache,N,Large,Deer,67,Pregnant,No,deciduous,4.151041828,0.537630878,-0.763989988,-0.7463186,-1.004420288,10.67707825,No,Summer,0.1198237,-1.103281087
CA14_2,CA14,CA14-198-A,Deer,50,Neonate,Cache,N,ExtraSmall,Deer,60,Pregnant,No,deciduous,3.381560024,0.550102443,-0.763989988,0.273877898,-1.004420288,7.071067812,Yes,Summer,-0.176908731,-0.794650083
CA14_2,CA14,CA14-200,Deer,34,Fawn/calf,Cache,N,Medium,Deer,58,Pregnant,No,coniferous,2.995720066,0.905264762,-0.763989988,0.028499853,-1.004420288,5.830951895,No,Summer,-0.87357316,-0.932283261
CA14_2,CA14,CA14-202,Deer,36,Neonate,Cache,N,ExtraSmall,Deer,63,Pregnant,No,coniferous,3.55415804,0.457127221,0.528214535,-0.022806468,-1.004420288,6,No,Summer,-0.605892029,-1.858506672
CA14_2,CA14,CA14-203,Bird,18,Adult,Cache,N,ExtraSmall,Other,66,Pregnant,No,coniferous,3.246797783,0.454162112,-0.763989988,0.357829879,-1.004420288,4.242640687,No,Summer,-1.783871916,-2.235125402
CA14_2,CA14,CA14-204-A,Deer,24,Neonate,Cache,N,ExtraSmall,Deer,30,Pregnant,No,scrub,4.289315004,0.291609422,-0.763989988,-0.69497198,-1.004420288,4.898979486,No,Summer,-1.364889039,-1.747986401
CA14_2,CA14,CA14-204-B,Deer,5.983333333,Neonate,Cache,N,ExtraSmall,Deer,60,Pregnant,No,coniferous,3.442031095,-0.39649476,1.324074625,-0.691079553,-1.004420288,2.446085308,No,Summer,-1.398236881,-1.360241432
CA14_2,CA14,CA14-206,Deer,72,Neonate,Cache,N,ExtraSmall,Deer,54,Pregnant,No,coniferous,3.169349061,1.097136378,-0.763989988,0.619589296,-1.004420288,8.485281374,No,Summer,-0.774939885,-0.693207705
CA14_2,CA14,CA14-208,Deer,18,Neonate,Cache,N,ExtraSmall,Deer,42,Pregnant,No,deciduous,3.318747672,1.934071917,0.415625956,-0.217273171,-1.004420288,4.242640687,No,Summer,0.271095668,-1.033835936
CA14_2,CA14,CA14-209,Deer,70,Fawn/calf,Cache,N,Medium,Deer,52,Pregnant,No,coniferous,4.066891898,0.352676441,-0.763989988,0.535557095,-1.004420288,8.366600265,No,Summer,-0.035741698,-1.243549281
CA14_3,CA14,CA14-210,Deer,51,Neonate,Cache,N,Small,Deer,63,Pregnant,No,deciduous,4.134498365,-0.051702447,1.209885026,-0.098775546,-1.004420288,7.141428429,No,Summer,-0.254275321,-1.227093115
CA14_4,CA14,CA14-214.2,Deer,78,Neonate,Cache,N,Small,Deer,38,0-5mo,No,deciduous,4.467343869,-0.502216822,1.729068146,1.216205048,-1.004420288,8.831760866,No,Summer,1.162859302,-1.354413697
CA14_4,CA14,CA14-215,Deer,74,Neonate,Cache,N,Small,Deer,38,0-5mo,No,deciduous,3.126387831,-0.300281531,0.818630875,0.981630462,-1.004420288,8.602325267,No,Summer,0.371799364,-1.710151948
CA14_4,CA14,CA14-217,Deer,56,Neonate,Cache,N,Small,Deer,29,0-5mo,No,deciduous,3.438011355,-1.16698888,2.060527252,1.243313951,-1.004420288,7.483314774,No,Summer,1.17146212,-1.151750517
CA14_4,CA14,CA14-218,DomesticUngulate,55,YOY,Cache,N,Medium,OtherUngulate,69,0-5mo,No,coniferous,3.122706878,-1.335108884,1.838304455,0.785771838,-1.004420288,7.416198487,No,Summer,-0.170282524,-1.762191627
CA14_4,CA14,CA14-221,Deer,64,Fawn/calf,Cache,N,Medium,Deer,56,0-5mo,No,deciduous,3.568362888,-0.994192571,1.368038701,0.563816111,-1.004420288,8,No,Summer,-0.255808967,-1.121005503
CA14_4,CA14,CA14-222,Deer,68,Neonate,Cache,N,Small,Deer,58,0-5mo,No,deciduous,4.453864576,0.491218396,-0.763989988,-1.480767048,-1.004420288,8.246211251,No,Fall,-1.080693936,-0.466960115
CA14_4,CA14,CA14-225,Deer,246,Adult,Cache,N,Large,Deer,47,0-5mo,No,deciduous,4.082474258,-0.313230067,-0.017935358,-0.477518011,-1.004420288,15.68438714,No,Fall,-0.347428908,-0.997789263
CA14_4,CA14,CA14-226,Bird,66,Unknown,Cache,N,ExtraSmall,Other,67,0-5mo,No,deciduous,3.259682194,0.904404156,-0.763989988,-1.171633487,-1.004420288,8.124038405,No,Fall,-1.504387122,-0.427024594
CA14_4,CA14,CA14-227-A,Deer,138,Neonate,Cache,N,Small,Deer,40,0-5mo,No,coniferous,4.407225264,0.817692326,-0.763989988,-1.701907704,-1.004420288,11.74734012,No,Fall,-1.23558493,-0.819999002
CA14_4,CA14,CA14-227-B,Deer,166,Adult,Cache,N,Large,Deer,71,0-5mo,No,coniferous,4.543292185,1.016797425,-0.763989988,-1.907824211,-1.004420288,12.88409873,No,Fall,-1.221686257,-0.948474757
CA14_4,CA14,CA14-229,Deer,90,Neonate,Cache,N,Medium,Deer,54,0-5mo,No,deciduous,4.505349851,0.711348958,-0.763989988,-1.441609467,-1.004420288,9.486832981,No,Fall,-0.994705151,-0.700765151
CA14_4,CA14,CA14-230/232-A,Deer,198,Adult,Cache,N,Large,Deer,34,0-5mo,No,deciduous,3.998966428,-0.844401248,1.838304455,-0.110669161,-1.004420288,14.07124728,No,Fall,0.421529281,-0.297938561
CA14_4,CA14,CA14-235,Deer,64,Neonate,Cache,N,Medium,Deer,19,0-5mo,No,scrub,4.567813555,1.561064148,-0.763989988,-0.7463186,-1.004420288,8,No,Fall,-0.725061239,-0.863522314
CA14_4,CA14,CA14-237,Deer,144,Adult,Cache,N,Large,Deer,61,0-5mo,No,coniferous,3.809436417,0.598629562,-0.763989988,-1.182071627,-1.004420288,12,No,Fall,-0.782412766,-0.414053431
CA14_4,CA14,CA14-239,Deer,130,Neonate,Cache,N,Medium,Deer,23,0-5mo,No,scrub,4.733638122,1.760830097,-0.763989988,-2.596420425,-1.004420288,11.40175425,No,Fall,-1.311947096,-1.742585676
CA14_4,CA14,CA14-240,Deer,118,Neonate,Cache,N,Medium,Deer,71,0-5mo,No,coniferous,4.50350428,1.234111037,-0.763989988,-1.770822568,-1.004420288,10.86278049,No,Fall,-1.640118588,-1.372843588
CA14_4,CA14,CA14-244,Deer,94,Neonate,Cache,Y,Medium,Deer,45,0-5mo,No,coniferous,3.860719431,-0.036887983,0.904238878,-0.089892371,-1.004420288,9.695359715,No,Fall,0.422704572,-0.86288504
CA15_1,CA15,CA15-002,Elk,62,Neonate,Cache,N,Small,Elk,46,None,No,deciduous,4.154976843,0.532015047,-0.763989988,-0.13162108,-1.004420288,7.874007874,No,Summer,0.081505132,-0.375797134
CA15_1,CA15,CA15-004,Deer,41,Adult,Cache,N,Large,Deer,29,None,No,deciduous,2.953125953,0.303132454,-0.763989988,-0.167959178,-1.004420288,6.403124237,No,Summer,0.677308608,1.094113546
CA15_1,CA15,CA15-006,Deer,24,Neonate,Cache,N,Small,Deer,37,None,No,deciduous,3.431305942,-0.925753518,0.563623955,0.57785128,-1.004420288,4.898979486,No,Summer,0.014607426,0.377206313
CA15_1,CA15,CA15-008-A,Deer,32,Adult,Cache,N,Large,Deer,36,None,No,deciduous,3.781344682,0.18412848,-0.763989988,-0.9318183,-1.004420288,5.656854249,No,Summer,0.932460165,1.045898747
CA15_1,CA15,CA15-008-B,Deer,6,Adult,Cache,N,Large,Deer,36,None,No,deciduous,2.833213344,0.597415323,-0.763989988,-0.914109268,-1.004420288,2.449489743,No,Summer,0.602538317,1.0165565
CA15_1,CA15,CA15-010,DomesticUngulate,14,YOY,Cache,N,Medium,OtherUngulate,22,None,No,deciduous,4.231683395,1.421078127,0.631750419,0.48548038,-1.004420288,3.741657387,No,Summer,0.085413593,-0.03080023
CA15_1,CA15,CA15-012,DomesticUngulate,14,Adult,Cache,N,Large,OtherUngulate,48,None,No,scrub,3.696143655,1.286061152,-0.763989988,-0.706697365,-1.004420288,3.741657387,No,Summer,0.196296961,-0.045691292
CA15_1,CA15,CA15-013,DomesticUngulate,22,Adult,Cache,N,Large,OtherUngulate,27,None,No,deciduous,3.743607243,2.41745608,-0.763989988,-2.596420425,-1.004420288,4.69041576,No,Summer,0.000293528,-0.493860959
CA15_1,CA15,CA15-014,DomesticUngulate,33,Unknown,Cache,N,Medium,OtherUngulate,68,None,No,deciduous,3.27713552,-0.502704258,-0.082938405,0.653961591,-1.004420288,5.744562647,No,Summer,-1.313001209,-0.189297195
CA15_1,CA15,CA15-016,DomesticUngulate,28,Adult,Cache,N,Large,OtherUngulate,30,None,No,deciduous,3.560094036,1.383110829,-0.763989988,-0.44972794,-1.004420288,5.291502622,No,Summer,0.653682678,-1.133469379
CA15_1,CA15,CA15-017,Deer,44,Adult,Cache,N,Large,Deer,45,None,No,deciduous,3.500288284,0.531602198,-0.763989988,-1.156118108,-1.004420288,6.633249581,No,Summer,-0.570848223,1.141328144
CA15_1,CA15,CA15-019,DomesticUngulate,44,Unknown,Cache,N,Medium,OtherUngulate,60,None,No,deciduous,2.386466577,-0.905713856,1.515244553,0.253153452,-1.004420288,6.633249581,No,Summer,0.656621517,1.055638585
CA15_1,CA15,CA15-020B,DomesticUngulate,6,YOY,Cache,N,Medium,OtherUngulate,18,None,No,scrub,3.256498958,0.364640345,-0.763989988,0.410033545,-1.004420288,2.449489743,No,Summer,0.658689993,-0.297170503
CA15_1,CA15,CA15-020A,DomesticUngulate,6,YOY,Cache,N,Medium,OtherUngulate,1,None,No,scrub,3.230478178,0.28193175,-0.763989988,0.357829879,-1.004420288,2.449489743,No,Summer,0.847246291,-0.320231719
CA15_1,CA15,CA15-021,Deer,22,Neonate,Cache,N,Small,Deer,45,None,No,deciduous,3.126393187,0.352321097,1.256335499,0.350296717,-1.004420288,4.69041576,No,Summer,0.539225994,0.21748659
CA15_1,CA15,CA15-022,Elk,56,Neonate,Cache,N,Small,Elk,51,None,No,deciduous,3.218895356,0.429847705,-0.763989988,0.367844316,-1.004420288,7.483314774,No,Summer,0.752219808,0.058262713
CA15_1,CA15,CA15-025B,DomesticUngulate,64,Unknown,Cache,N,Medium,OtherUngulate,52,None,No,coniferous,4.284734206,0.791825255,-0.763989988,-1.441609467,-1.004420288,8,Yes,Summer,0.087210762,0.050937297
CA15_1,CA15,CA15-026,Elk,66,Neonate,Cache,N,Small,Elk,47,None,No,scrub,4.197198276,0.639989329,-0.763989988,-1.918668924,-1.004420288,8.124038405,No,Summer,0.561889697,0.31521553
CA15_1,CA15,CA15-027,NonUngMammal,36,Unknown,Cache,N,ExtraSmall,Other,51,None,No,deciduous,2.702484612,0.642685376,-0.763989988,-0.807394982,-1.004420288,6,No,Summer,-0.848245818,0.519322716
CA15_1,CA15,CA15-028,Deer,28,Neonate,Cache,N,Small,Deer,60,None,No,deciduous,2.285769699,-1.276467269,0.758887647,0.708213717,-1.004420288,5.291502622,No,Fall,-0.51480425,1.344629139
CA15_1,CA15,CA15-029,Deer,26,Neonate,Cache,N,Small,Deer,46,None,No,deciduous,4.083167833,0.464437368,-0.763989988,-0.051756928,-1.004420288,5.099019514,No,Fall,-0.239758298,-0.256966041
CA15_1,CA15,CA15-030,Deer,16,Neonate,Cache,N,Small,Deer,23,None,No,deciduous,3.806657064,0.389957942,-0.763989988,-0.13162108,-1.004420288,4,No,Fall,0.668520364,0.029677041
CA15_1,CA15,CA15-031,Deer,56,Fawn/calf,Cache,Y,Medium,Deer,54,None,No,deciduous,2.963983575,0.50183978,-0.763989988,-0.26127705,-1.004420288,7.483314774,No,Fall,-0.295404524,0.026185852
CA15_1,CA15,CA15-032.1,DomesticUngulate,6,YOY,Cache,N,Medium,OtherUngulate,48,None,No,deciduous,3.515255316,0.640655067,1.088670615,0.125495106,-1.004420288,2.449489743,No,Fall,-0.266047422,0.362754536
CA15_1,CA15,CA15-032-B,DomesticUngulate,18,Adult,Cache,N,Large,OtherUngulate,49,None,No,deciduous,4.441170956,1.389712719,0.847672212,0.57084147,-1.004420288,4.242640687,Yes,Fall,-0.288507521,-0.958529446
CA15_1,CA15,CA15-032-C,DomesticUngulate,28,YOY,Cache,N,Medium,OtherUngulate,40,None,No,deciduous,2.319146413,1.563909389,-0.017935358,0.542645699,-1.004420288,5.291502622,No,Fall,0.012270158,-0.749893674
CA15_1,CA15,CA15-033,DomesticUngulate,34,YOY,Cache,N,Medium,OtherUngulate,30,None,No,deciduous,3.295836866,-0.659435701,1.088670615,0.307239661,-1.004420288,5.830951895,No,Fall,-0.127945931,0.478615826
CA15_1,CA15,CA15-034,Elk,36,Neonate,Cache,N,Medium,Elk,74,None,No,coniferous,2.435124172,-0.442595522,1.301741741,0.048183516,-1.004420288,6,No,Fall,-1.464529211,-0.044326781
CA15_1,CA15,CA15-036,Elk,16,Neonate,Cache,N,Medium,Elk,38,None,No,deciduous,2.416628506,-0.04879532,-0.763989988,-0.660221824,-1.004420288,4,No,Fall,0.045425204,0.546304498
CA15_1,CA15,CA15-037B,DomesticUngulate,8,YOY,Cache,N,Medium,OtherUngulate,53,None,No,deciduous,3.976555423,0.047305776,-0.763989988,-0.463577713,-1.004420288,2.828427125,No,Fall,-0.374264201,0.429800753
CA15_1,CA15,CA15-037A,DomesticUngulate,10,YOY,Cache,N,Medium,OtherUngulate,40,None,No,deciduous,2.924504764,-0.166382441,-0.763989988,-0.463577713,-1.004420288,3.16227766,No,Fall,-0.460623839,0.43567251
CA15_1,CA15,CA15-039A,DomesticUngulate,42,YOY,Cache,N,Medium,OtherUngulate,44,None,No,deciduous,3.918670782,0.787623975,-0.763989988,-1.918668924,-1.004420288,6.480740698,Yes,Fall,-0.032428143,0.322281151
CA15_1,CA15,CA15-040,Deer,32,Adult,Cache,Y,Large,Deer,36,None,can't tell,scrub,3.740647184,1.476913257,-0.763989988,-1.240917422,-1.004420288,5.656854249,No,Fall,-0.224113829,0.542573214
CA15_1,CA15,CA15-041,DomesticUngulate,24,YOY,Cache,N,Medium,OtherUngulate,42,None,No,deciduous,2.86459756,0.388745776,-0.763989988,0.69022918,-1.004420288,4.898979486,No,Fall,0.727245821,0.396558395
CA15_1,CA15,CA15-043,Elk,88,Neonate,Cache,N,Medium,Elk,54,None,No,deciduous,2.904178457,-0.297867401,-0.333255147,-0.161865162,-1.004420288,9.38083152,No,Fall,-1.407283491,0.787845295
CA15_1,CA15,CA15-046,Elk,60,Neonate,Cache,N,Medium,Elk,53,None,No,deciduous,2.922326429,0.302591206,1.256335499,-0.270814776,-1.004420288,7.745966692,No,Fall,-0.918916591,0.251021334
CA15_1,CA15,CA15-048,Bird,15,Unknown,Cache,N,ExtraSmall,Other,37,None,No,coniferous,4.969814147,-0.597619697,-0.082938405,0.370342643,-1.004420288,3.872983346,No,Fall,-0.676104156,-1.354678526
CA15_1,CA15,CA15-050,Bird,78,Unknown,Cache,N,ExtraSmall,Other,19,None,No,deciduous,2.845417408,-0.393256825,-0.2364497,0.439461202,-1.004420288,8.831760866,No,Fall,1.480015053,0.747563932
CA15_1,CA15,CA15-055,Deer,26,Neonate,Cache,Y,Medium,Deer,60,None,can't tell,coniferous,2.818383683,-0.898054217,0.728119271,0.307239661,-1.004420288,5.099019514,No,Fall,0.656523921,-0.496712763
CA15_1,CA15,CA15-057,NonUngMammal,22,Unknown,Cache,N,ExtraSmall,Other,55,None,No,deciduous,3.349895521,-0.620415389,-0.017935358,0.20067062,-1.004420288,4.69041576,No,Fall,1.323622478,1.172657012
CA15_1,CA15,CA15-059,Deer,68,Adult,Cache,N,Large,Deer,25,None,No,deciduous,4.026824169,0.838032029,1.614820923,0.155273288,-1.004420288,8.246211251,No,Fall,-0.048897121,0.430910596
CA15_1,CA15,CA15-062,Deer,46,Neonate,Cache,N,Medium,Deer,58,None,No,deciduous,3.420444554,0.352874592,-0.763989988,-1.156118108,-1.004420288,6.782329983,No,Fall,-0.04953184,0.799563764
CA15_1,CA15,CA15-064,Deer,22,Neonate,Cache,N,Medium,Deer,50,None,No,deciduous,3.536100107,0.066750554,-0.763989988,-0.78680713,-1.004420288,4.69041576,No,Fall,0.453943326,-0.166492704
CA15_1,CA15,CA15-067,Elk,22,Neonate,Cache,N,Medium,Elk,31,None,No,deciduous,4.304632394,0.703607149,-0.763989988,-0.211053167,-1.004420288,4.69041576,No,Fall,-0.163404982,-0.280799084
CA15_1,CA15,CA15-072,Elk,46,Fawn/calf,Cache,N,Large,Elk,36,None,No,scrub,4.434777683,-0.155147808,-0.763989988,0.312338278,-1.004420288,6.782329983,No,Fall,-1.061081892,-1.804829465
CA15_1,CA15,CA15-074,Deer,30,Neonate,Cache,N,Medium,Deer,20,None,No,deciduous,3.612058784,0.447591075,-0.763989988,0.456496343,-1.004420288,5.477225575,No,Fall,-0.361434318,0.340642139
CA15_1,CA15,CA15-076,Deer,24,Neonate,Cache,N,Medium,Deer,35,None,No,scrub,4.262678158,0.677863638,0.563623955,-0.158823868,-1.004420288,4.898979486,No,Fall,-0.11575407,-0.482992891
CA15_1,CA15,CA15-078,Elk,56,Neonate,Cache,N,Medium,Elk,32,None,No,deciduous,2.815902726,-1.639930284,1.838304455,0.092633754,-1.004420288,7.483314774,No,Fall,-0.105663637,0.827743
CA15_1,CA15,CA15-084 A,Elk,48,Unknown,Cache,N,Large,Elk,29,None,No,deciduous,3.605266947,0.28482084,-0.763989988,-0.143673961,-1.004420288,6.92820323,No,Winter,-0.875823026,-1.905413127
CA15_1,CA15,CA15-084 B,NonUngMammal,42,Unknown,Cache,N,ExtraSmall,Other,32,None,No,deciduous,4.50396768,0.157747536,-0.763989988,-0.143673961,-1.004420288,6.480740698,No,Winter,-0.758129727,-1.871716116
CA15_1,CA15,CA15-089,Elk,62,Fawn/calf,Cache,N,Large,Elk,52,None,No,coniferous,4.443142289,0.722245534,1.535504814,0.86587325,-1.004420288,7.874007874,No,Winter,1.403763912,0.758597919
CA15_1,CA15,CA15-091,Elk,50,Fawn/calf,Cache,N,Large,Elk,1,None,No,scrub,3.451319743,0.284971284,-0.763989988,0.685717648,-1.004420288,7.071067812,No,Winter,-0.894716842,-1.046857515
CA15_1,CA15,CA15-092,Elk,76,Fawn/calf,Cache,N,Large,Elk,1,None,No,scrub,3.012257573,0.210804261,-0.763989988,0.294453777,-1.004420288,8.717797887,No,Winter,0.865434006,-0.109424569
CA15_1,CA15,CA15-095,Elk,30,Fawn/calf,Cache,N,Large,Elk,15,None,No,scrub,3.373016739,0.024351999,0.598113177,0.471022595,-1.004420288,5.477225575,No,Winter,1.240070971,0.519115214
CA16_1,CA16,CA16-004,Deer,42,Yearling,Cache,N,Medium,Deer,26,None,No,coniferous,2.003724234,-0.865629077,2.141475362,1.325405547,-1.004420288,6.480740698,No,Winter,0.397585633,-1.921547075
CA16_1,CA16,CA16-006,Deer,442,Adult,Cache,N,Large,Deer,1,None,No,scrub,3.45658851,1.307995426,-0.763989988,-0.552263673,-1.004420288,21.02379604,No,Winter,0.824284032,0.732486357
CA16_1,CA16,CA16-009,Deer,152,Fawn/calf,Cache,N,Medium,Deer,1,None,No,scrub,4.167312271,-0.770939016,1.256335499,0.468606334,-1.004420288,12.32882801,No,Winter,1.027791041,-0.512075002
CA16_1,CA16,CA16-013,Deer,22,Adult,Cache,N,Large,Deer,1,None,No,scrub,4.799569594,1.235373117,-0.763989988,-1.268527301,-1.004420288,4.69041576,No,Winter,-0.066841231,-0.563103844
CA16_1,CA16,CA16-014,Deer,36,Fawn/calf,Cache,N,Medium,Deer,1,None,No,scrub,4.033503624,1.483969002,-0.763989988,-0.922940359,-1.004420288,6,No,Winter,-0.938191417,-1.130067195
CA16_1,CA16,CA16-017,Deer,124,Yearling/Adult,Cache,N,Large,Deer,1,None,No,scrub,3.712556283,-0.503937987,0.563623955,0.499870657,-1.004420288,11.13552873,No,Winter,-1.296765973,-0.137258989
CA16_1,CA16,CA16-021,Deer,262,Adult,Cache,N,Large,Deer,59,None,No,coniferous,3.4901769,1.85252087,-0.763989988,-2.596420425,-1.004420288,16.18641406,No,Winter,-1.608231523,-1.899996796
CA16_1,CA16,CA16-026,Deer,96,Adult,Cache,Y,Large,Deer,31,None,Unlikely,scrub,5.16383407,0.441561482,-0.763989988,0.906294637,-1.004420288,9.797958971,No,Winter,-1.146346852,-2.278595633
CA16_1,CA16,CA16-031/033,Deer,170,Adult,Cache,N,Large,Deer,39,None,No,scrub,3.712550322,0.222229848,0.696702926,0.69022918,-1.004420288,13.03840481,No,Spring,-0.310511954,-1.814264987
CA16_1,CA16,CA16-036,Deer,46,Fawn/calf,Cache,N,Medium,Deer,46,None,No,deciduous,4.487229515,-0.240528603,-0.763989988,-0.637397476,-1.004420288,6.782329983,No,Spring,-2.056218336,-1.83483437
CA16_1,CA16,CA16-038,NonUngMammal,22,Unknown,Cache,N,ExtraSmall,Other,42,None,No,deciduous,3.618778617,-0.42899946,0.45431212,1.002277205,-1.004420288,4.69041576,No,Spring,-1.880913653,-0.402699066
CA16_1,CA16,CA16-039,NonUngMammal,24,Unknown,Cache,N,ExtraSmall,Other,59,None,No,deciduous,3.558933979,-0.243943966,-0.333255147,1.145594762,-1.004420288,4.898979486,No,Spring,-2.211644571,-1.107591467
CA16_1,CA16,CA16-040,Deer,50,Adult,Cache,N,Large,Deer,29,None,No,coniferous,3.712556283,-0.751557827,2.093181716,2.019614484,-1.004420288,7.071067812,No,Spring,-0.866342099,-0.703965502
CA16_1,CA16,CA16-042/043,Elk,124,Fawn/calf,Cache,N,Large,Elk,45,None,No,coniferous,2.767341214,0.496262397,-0.763989988,0.103631977,-1.004420288,11.13552873,No,Spring,-3.879817248,-2.013638294
CA16_1,CA16,CA16-046_B,Deer,210,Adult,Cache,N,Large,Deer,76,None,No,coniferous,3.169359323,0.35412107,-0.763989988,-0.192489718,-1.004420288,14.49137675,Yes,Summer,-2.184279579,-2.050677574
CA16_1,CA16,CA16-049,NonUngMammal,26,Unknown,Cache,N,ExtraSmall,Other,47,None,No,deciduous,3.03656208,-0.062233795,-0.763989988,0.392733625,-1.004420288,5.099019514,No,Summer,-1.380277656,1.074620124
CA16_1,CA16,CA16-050,Deer,114,Adult,Cache,N,Large,Deer,54,None,No,mix.for,3.640883042,0.54688156,-0.763989988,-0.425703455,-1.004420288,10.67707825,No,Summer,-0.318985441,-0.749183216
CA16_1,CA16,CA16-052,NonUngMammal,32,Unknown,Cache,N,ExtraSmall,Other,58,None,No,coniferous,2.972540609,-0.041859437,-0.763989988,0.184732649,-1.004420288,5.656854249,No,Summer,-0.622205505,-1.676964202
CA16_1,CA16,CA16-054,NonUngMammal,14,Unknown,Cache,N,ExtraSmall,Other,39,None,No,deciduous,4.740212278,-0.430605075,-0.082938405,1.433485598,-1.004420288,3.741657387,No,Summer,-1.009573286,-1.303848298
CA16_1,CA16,CA16-055,Deer,29,Neonate,Cache,N,ExtraSmall,Deer,60,None,No,deciduous,3.208825489,-1.205897409,2.459334411,1.137666755,-1.004420288,5.385164807,No,Summer,-1.331189314,0.586585494
CA16_1,CA16,CA16-057A,Deer,58,Neonate,Cache,N,ExtraSmall,Deer,53,None,No,deciduous,3.178043658,0.651336311,-0.763989988,-0.541419264,-1.004420288,7.615773106,Yes,Summer,-1.064181974,0.772177529
